總機構代號,機構代號,機構名稱,地址,電話,負責人,異動日期,金融機構網址,公告日期
009,0095623,彰化商業銀行北新分行,新北市新店區寶強路9、11、13號1、2樓,02-29131071,林芸平,20130217,,20240327
009,0095630,彰化商業銀行南三重分行,新北市三重區中正南路82號,02-29771234-,洪雅慧,20130217,,20240327
009,0095647,彰化商業銀行中和分行,新北市中和區中和路182號1樓、2樓,02-22492711-,陸曉霞,20130217,,20240327
009,0095654,彰化商業銀行西三重分行,新北市三重區重陽路二段22號,02-29820221-,張瀛之,20130217,,20240327
009,0095661,彰化商業銀行汐止分行,新北市汐止區中興路93號,02-26947878,林玲妃,20220224,,20240327
009,0095678,彰化商業銀行雙和分行,新北市中和區中正路801號,02-22259988-,蕭桂敏,20130217,,20240327
009,0095685,彰化商業銀行淡水分行,新北市淡水區中山北路二段211號一、二樓,02-2621-9998,賴豐楸,20220224,,20240327
009,0095692,彰化商業銀行楊梅分行,桃園市楊梅區大成路158號,03-4783391-,謝佩芬,20230703,,20240327
009,0095703,彰化商業銀行桃園分行,桃園市桃園區中正路73號,03-3346130-,賴月秋,20230703,,20240327
009,0095710,彰化商業銀行中壢分行,桃園市中壢區中正路95號1樓、2樓、3樓,03-4252101-,鄭素敏,20230703,,20240327
009,0095727,彰化商業銀行新竹分行,新竹市東區中正路63號,03-5253151,吳瑞約,20230630,,20240327
009,0095734,彰化商業銀行竹東分行,新竹縣竹東鎮長春路二段43號,03-5962280-,潘元光,20220224,,20240327
009,0095741,彰化商業銀行苗栗分行,苗栗縣苗栗市中正路636號,037-326455,劉滿穗,20130217,,20240327
009,0095758,彰化商業銀行新竹科學園區分行,新竹市東區工業東六路5號2樓,03-5770780,鄭素珍,20230630,,20240327
009,0095765,彰化商業銀行北中壢分行,桃園市中壢區忠孝路155號、155-1號、155-2號,03-4636688-,王正助,20230703,,20240327
009,0095772,彰化商業銀行八德分行,桃園市八德區介壽路二段135，137號1樓,03-3711222,梁秋鑫,20230703,,20240327
009,0095789,彰化商業銀行竹南分行,苗栗縣竹南鎮環市路二段110號1，2樓,037-551751,陳惠芳,20130306,,20240327
009,0095796,彰化商業銀行南崁分行,桃園市蘆竹區南崁路二段5、7號,03-3213666,盧昇輝,20230703,,20240327
009,0095807,彰化商業銀行苑裡分行,苗栗縣苑裡鎮建國路11號,037-861501-,陳艷春,20220224,,20240327
009,0095814,彰化商業銀行大甲分行,臺中市大甲區順天路405號,04-6878711-,葉俊宏,20220224,,20240327
009,0095821,彰化商業銀行清水分行,臺中市清水區中山路196號1樓、2樓、3樓,04-26225151-,張秀華,20130217,,20240327
009,0095838,彰化商業銀行豐原分行,臺中市豐原區中正路220號1樓、2樓、地下1樓,04-25269191,賴金瓶,20220224,,20240327
009,0095845,彰化商業銀行東勢分行,臺中市東勢區豐勢路456號,04-25877160-,胡秀珠,20130217,,20240327
009,0095852,彰化商業銀行霧峰分行,臺中市霧峰區中正路900號,04-23393567,許國恒,20220224,,20240327
009,0095869,彰化商業銀行大雅分行,臺中市大雅區中清路3段1090號1樓,04-25665500,張添茂,20140206,,20240327
009,0095876,彰化商業銀行沙鹿分行,臺中市沙鹿區沙田路52號,04-26358599,汪坤山,20130217,,20240327
009,0095890,彰化商業銀行太平分行,臺中市太平區永豐路87、89、91、93號,04-2736789-,陳文景,20220224,,20240327
009,0095901,彰化商業銀行草屯分行,南投縣草屯鎮和平街23號,049-338101,王紹懋,20130217,,20240327
009,0095918,彰化商業銀行南投分行,南投縣南投市彰南路二段72號,049-2226171,張拱銘,20190315,,20240327
009,0095925,彰化商業銀行埔里分行,南投縣埔里鎮西康路73號,049-2983983,王文良,20130812,,20240327
009,0095932,彰化商業銀行水裡坑分行,南投縣水里鄉民權路226號,049-2772121,許明德,20140822,,20240327
009,0095963,彰化商業銀行大肚分行,臺中市大肚區沙田路二段780號1、2樓,04-26983711,張玉芳,20130217,,20240327
009,0095970,彰化商業銀行青埔分行,桃園市中壢區高鐵站前西路一段280號及280-1號,03-2876680,黃漢璸,20221005,,20240327
009,0095987,彰化商業銀行竹北分行,新竹縣竹北市台元街26-3號1樓及26-7號1樓,03-5526898,李建佃,20220224,,20240327
009,0096006,彰化商業銀行彰化分行,彰化縣彰化市和平路57號1樓、2樓、3樓、4樓,04-7242101-,劉阿娥,20171205,,20240327
009,0096013,彰化商業銀行鹿港分行,彰化縣鹿港鎮中山路137號,04-7773311,張翠霞,20220224,,20240327
009,0096020,彰化商業銀行員林分行,彰化縣員林市中正路495號,04-8322101,廖義田,20230630,,20240327
009,0096037,彰化商業銀行溪湖分行,彰化縣溪湖鎮彰水路三段158號,04-8853471-,陳瑞珍,20220224,,20240327
009,0096044,彰化商業銀行北斗分行,彰化縣北斗鎮斗苑路一段172號,04-8882811,翁瑞宏,20220224,,20240327
009,0096051,彰化商業銀行西螺分行,雲林縣西螺鎮中山路225號1、2樓,05-5863611,呂信輝,20130217,,20240327
009,0096068,彰化商業銀行和美分行,彰化縣和美鎮道周路428號1、2樓,04-7579696,陳文忠,20220224,,20240327
009,0096075,彰化商業銀行大里分行,臺中市大里區德芳路二段20號1、2樓,04-24181558,王宜貞,20130217,,20240327
009,0096099,彰化商業銀行二林分行,彰化縣二林鎮斗苑路五段67號1、2樓,04-8950011,林明娟,20170901,,20240327
009,0096100,彰化商業銀行斗六分行,雲林縣斗六市中山路70號,05-5324116 -20,林明傑,20220224,,20240327
009,0096117,彰化商業銀行斗南分行,雲林縣斗南鎮中山路100 號,05-5974191,蔡文凌,20130812,,20240327
009,0096124,彰化商業銀行虎尾分行,雲林縣虎尾鎮中正路35號,05-6322561,郭二郎,20130217,,20240327
009,0096131,彰化商業銀行北港分行,雲林縣北港鎮文化路51號,05-7836121 -5,林隆基,20170901,,20240327
009,0096204,彰化商業銀行大林分行,嘉義縣大林鎮祥和路246號,05-2653221-,黃金煥,20220224,,20240327
009,0096211,彰化商業銀行嘉義分行,嘉義市西區中山路386號1樓、2樓、地下1樓,05-2278141,呂秀鳳,20230630,,20240327
009,0096228,彰化商業銀行東嘉義分行,嘉義市東區新生路832號1、2、3樓,05-2712811,葉宗育,20130217,,20240327
009,0096235,彰化商業銀行新營分行,臺南市新營區復興路150號1、2樓,06-6323871-,郭麗蘭,20220224,,20240327
009,0096242,彰化商業銀行永康分行,臺南市永康區中正南路839號,06-2545386-,黃秀枝,20220224,,20240327
009,0096266,彰化商業銀行歸仁分行,臺南市歸仁區中山路二段218號,06-2391711,吳宇堂,20230630,,20240327
009,0096402,彰化商業銀行台南分行,臺南市中西區中正路88號1樓、2樓、3樓、4樓,06-2221281,呂芬蘭,20230630,,20240327
009,0096419,彰化商業銀行延平分行,臺南市中西區民權路二段151號,06-2254161 -8,林淑惠,20230630,,20240327
009,0096426,彰化商業銀行西台南分行,臺南市中西區民族路三段94號,06-2235141-,劉艶玉,20230630,,20240327
009,0096433,彰化商業銀行東台南分行,臺南市中西區北門路一段95-1號,06-2267141-,徐秀欽,20230630,,20240327
009,0096440,彰化商業銀行南台南分行,臺南市南區西門路一段655號1樓、2樓、3樓,06-2263181,陳瀅代,20130217,,20240327
009,0096457,彰化商業銀行安南分行,臺南市安南區安和路四段330號1，2樓,06-3556111,何聘賢,20220224,,20240327
009,0096506,彰化商業銀行旗山分行,高雄市旗山區中山路102號1樓、2樓、3樓、4樓,07-6615481,梁淑維,20130217,,20240327
009,0096513,彰化商業銀行岡山分行,高雄市岡山區岡山路293號,07-6216111 -6,陳秀琴,20220224,,20240327
009,0096520,彰化商業銀行鳳山分行,高雄市鳳山區三民路264號,07-7470101,張淑惠,20170901,,20240327
009,0098119,彰化商業銀行高雄分行,高雄市苓雅區民權一路59號,07-3361620,王素娟,20220224,,20240327
009,0098126,彰化商業銀行七賢分行,高雄市新興區忠孝一路456號1樓、2樓,07-2361191,李慈宏,20130702,,20240327
009,0098133,彰化商業銀行鹽埕分行,高雄市鹽埕區大勇路85號1，2樓,07-5313181,葉淑美,20170901,,20240327
009,0098140,彰化商業銀行東高雄分行,高雄市前金區中正四路109號1樓、2樓、3樓,07-2217741,黃淑琳,20130217,,20240327
009,0098157,彰化商業銀行南高雄分行,高雄市前鎮區永豐路13號,07-7158000,林聖銘,20130217,,20240327
009,0098164,彰化商業銀行北高雄分行,高雄市楠梓區後昌路720號,07-3662566,沈枝賢,20130217,,20240327
009,0098171,彰化商業銀行三民分行,高雄市三民區河北二路157號,07-2918131,賴達泰,20130904,,20240327
009,0098195,彰化商業銀行前鎮分行,高雄市前鎮區三多三路155號,07-3344121-,蔡嘉祥,20130217,,20240327
009,0098206,彰化商業銀行九如路分行,高雄市三民區九如二路7號,07-3123101-,吳國源,20170901,,20240327
009,0098213,彰化商業銀行新興分行,高雄市苓雅區中正二路139號,07-2222200-,李淑芬,20130217,,20240327
009,0098220,彰化商業銀行苓雅分行,高雄市苓雅區四維四路2號,07-3353171-,許淑雲,20130217,,20240327
009,0098237,彰化商業銀行大順分行,高雄市苓雅區建國一路109號,07-7715101-,劉宸環,20130217,,20240327
009,0098244,彰化商業銀行博愛分行,高雄市鼓山區博愛一路517號及大順一路439號,07-5545151-,何建興,20130217,,20240327
009,0098251,彰化商業銀行左營分行,高雄市左營區博愛四路280號1、2樓,07-3436269,董家雄,20230630,,20240327
009,0098300,彰化商業銀行屏東分行,屏東縣屏東市中正路117-2號1樓、2樓、地下1樓,08-7342705-,時秀雲,20130217,,20240327
009,0098317,彰化商業銀行東港分行,屏東縣東港鎮中正路74號,08-8351521,施蓮溱,20130217,,20240327
009,0098324,彰化商業銀行潮州分行,屏東縣潮州鎮中正路38號,08-7883911,吳淑芬,20220224,,20240327
009,0098348,彰化商業銀行恆春分行,屏東縣恆春鎮恆南路22號、22號二樓之1,08-8822655,郭子安,20130217,,20240327
009,0098404,彰化商業銀行花蓮分行,花蓮縣花蓮市中山路191號,03-8323961-,林昔瑩,20130306,,20240327
009,0098508,彰化商業銀行台東分行,臺東縣臺東市正氣路226號1樓、2樓,089-324311-,薛德興,20230703,,20240327
009,0099269,彰化商業銀行思源分行,新北市新莊區思源路226、228號,02-2996-7137,王愛菱,20220224,,20240327
009,0099283,彰化商業銀行土城分行,新北市土城區中央路三段41、43、45、45-1號,02-22691155-,趙奇欣,20220224,,20240327
009,0099290,彰化商業銀行北桃園分行,桃園市桃園區永安路189號,03-3320743 -5,林國隆,20230703,,20240327
009,0099301,彰化商業銀行新明分行,桃園市平鎮區忠孝路2號,03-4941571,秦本德,20230703,,20240327
009,0099318,彰化商業銀行埔心分行,桃園市楊梅區中興路82、84、86號,03-4824935-,張豐富,20230703,,20240327
009,0099332,彰化商業銀行西屯分行,臺中市西屯區臺灣大道四段923號,04-23593435-,辛素敏,20130806,,20240327
009,0099349,彰化商業銀行大發分行,高雄市大寮區力行路101號,07-7824356,洪哲芳,20220224,,20240327
009,0099356,彰化商業銀行東林口分行,桃園市龜山區復興一路235號,03-3975555,李麗巧,20230703,,20240327
009,0099363,彰化商業銀行新林口分行,新北市林口區文化三路一段399號1、2樓及401號1、2樓,02-26085185,黃榆菁,20170522,,20240327
009,0099523,彰化商業銀行土庫分行,雲林縣土庫鎮光明路308號1、2樓,05-6621116,謝聰敏,20140318,,20240327
009,0099547,彰化商業銀行路竹分行,高雄市路竹區中山路835號,07-6972151-,吳貞瑩,20220224,,20240327
009,0099554,彰化商業銀行蘇澳分行,宜蘭縣蘇澳鎮中山路一段121號1、2樓,03-9961116-,李育縝,20220224,,20240327
009,0099561,彰化商業銀行北台南分行,臺南市北區西門路四段367號,06-2523450-,李惠如,20130217,,20240327
009,0099603,彰化商業銀行潭子分行,臺中市潭子區中山路二段199號,04-25322234,張麗美,20130217,,20240327
009,0099610,彰化商業銀行北嘉義分行,嘉義市西區友愛路290號,05-2342166,柯姝卉,20230630,,20240327
009,0099627,彰化商業銀行北新竹分行,新竹市北區東大路二段110號一樓,03-5339951 -,高秀玲,20230630,,20240327
009,0099634,彰化商業銀行建興分行,高雄市三民區義華路1號1、2樓,07-389-6789,邱煌洲,20170224,,20240327
009,0099641,彰化商業銀行三和路分行,新北市三重區三和路四段368號,02-22871441-,李坤霖,20130217,,20240327
009,0099658,彰化商業銀行吉成分行,新北市新店區民權路98號,02-22189001-,何桂英,20130217,,20240327
009,0099689,彰化商業銀行林口分行,新北市林口區林口路46號一樓,02-26010711-5,陳明哲,20220224,,20240327
009,0099696,彰化商業銀行江翠分行,新北市板橋區文化路二段7、9號,02-22591001-,鄭淑芬,20130217,,20240327
009,0099714,彰化商業銀行長安東路分行,臺北市中山區長安東路一段23號之1,02-25230739-,陳政忠,20130306,,20240327
009,0099721,彰化商業銀行晴光分行,臺北市中山區林森北路609號,02-25950551-,張迺佳,20130217,,20240327
009,0099738,彰化商業銀行大直分行,臺北市中山區北安路589號,02-25337861-,張文杰,20130217,,20240327
009,0099752,彰化商業銀行松江分行,臺北市中山區松江路261號,02-25024923-,卓定鳳,20130217,,20240327
009,0099790,彰化商業銀行西內湖分行,臺北市內湖區瑞光路513巷26、28、30號1樓,02-27978966-,謝美芬,20130217,,20240327
009,0099801,彰化商業銀行南港分行,臺北市南港區南港路三段48號,02-27833456-,洪穎慧,20130217,,20240327
009,0099818,彰化商業銀行中港分行,臺中市西屯區臺灣大道二段651號,04-23271717-,洪瓊宵,20130806,,20240327
009,0099832,彰化商業銀行蘆洲分行,新北市蘆洲區中正路71、73、75、77號,02-22851000,張芷寧,20220224,,20240327
009,0099849,彰化商業銀行中華路分行,臺南市永康區小東路473-3號,06-3125318,蔡明翰,20230630,,20240327
011,,上海商業儲蓄銀行股份有限公司,臺北市民生東路2段149號3樓至12樓,02-25817111,,20231011,http://www.scsb.com.tw,20240327
011,0110026,上海商業儲蓄銀行營業部,臺北市中山區民權西路65、67、69號1樓及69號2樓,02-25817111,蕭禮逢,20230908,,20240327
011,0110037,上海商業儲蓄銀行儲蓄部分行,台北市中山區民生東路二段149號1、2樓及地下1樓,02-25159111,古桂香,20230724,,20240327
011,0110048,上海商業儲蓄銀行高雄分行,高雄市新興區中正三路61號1樓、2樓、4樓之1及4樓之2,07-2315111,李文勛,20230724,,20240327
011,0110059,上海商業儲蓄銀行國外部,臺北市中山區民權西路65、67、69號1樓及69號2樓；外匯業務組：臺北市中山北路二段96號3樓、4樓（406室、407室、408室）,02-25817111,蕭禮逢,20230908,,20240327
011,0110060,上海商業儲蓄銀行城中分行,台北市中正區館前路28號,02-23123111,鄭宏傑,20230630,,20240327
011,0110082,上海商業儲蓄銀行台中分行,台中市中區三民路二段46號,04-22214111,林秋芳,20151116,,20240327
